,Best Picture,Certificate (GB),Certificate (US),Production Companies (1st),Title,IMDB Rating,genres,plot_keywords,genres_encoded,genres_decode,production_company_encoded,plot_keywords_encoded,plot_keywords_decode
8652,,PG,PG,Focus Features,The Boxtrolls,6.8,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['tries', 'evil', 'boy', 'save', 'friends', 'young']",[2 1 4 8 9],['Animation' 'Adventure' 'Comedy' 'Family' 'Fantasy'],3467,[86 19  4 71 30 99],['tries' 'evil' 'boy' 'save' 'friends' 'young']
8653,,PG,PG,DreamWorks Animation,Puss in Boots: The Last Wish,7.9,"['Animation', 'Adventure', 'Comedy', 'Family']","['lives', 'journey', 'discovers']",[2 1 4 8],['Animation' 'Adventure' 'Comedy' 'Family'],2849,[46 42 16],['lives' 'journey' 'discovers']
8654,,PG,PG,Dreamworks Pictures,Shrek 2,7.3,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']",[],[ 2  1  4  8  9 18],['Animation' 'Adventure' 'Comedy' 'Family' 'Fantasy' 'Romance'],2856,[],[]
8655,,U,G,Twentieth Century Fox Animation,The Peanuts Movie,7.0,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family']","['best', 'life', 'team', 'love', 'home', 'begins']",[2 1 4 7 8],['Animation' 'Adventure' 'Comedy' 'Drama' 'Family'],7611,[ 3 45 82 51 38  2],['best' 'life' 'team' 'love' 'home' 'begins']
8656,,U,G,Walt Disney Pictures,Pooh's Heffalump Movie,6.4,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Mystery']",['discovers'],[ 2  1  4  8  9 14 15],['Animation' 'Adventure' 'Comedy' 'Family' 'Fantasy' 'Musical' 'Mystery'],7807,[16],['discovers']
8657,,U,G,Universal Pictures,The Pirates Who Don't Do Anything,5.6,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['true', 'friends']",[2 1 4 8 9],['Animation' 'Adventure' 'Comedy' 'Family' 'Fantasy'],7676,[87 30],['true' 'friends']
8658,,U,G,Pixar Animation Studios,"Monsters, Inc.",8.1,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['order', 'gets', 'city']",[2 1 4 8 9],['Animation' 'Adventure' 'Comedy' 'Family' 'Fantasy'],6068,[62 32  6],['order' 'gets' 'city']
8659,,U,PG,Fox 2000 Pictures,Alvin and the Chipmunks: The Road Chip,4.9,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Music', 'Musical']","['save', 'new']",[ 2  1  4  8  9 13 14],['Animation' 'Adventure' 'Comedy' 'Family' 'Fantasy' 'Music' 'Musical'],3530,[71 59],['save' 'new']
8660,,U,PG,Sony Pictures Animation,The Mitchells vs the Machines,7.6,"['Animation', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",['family'],[ 2  1  4  8 19],['Animation' 'Adventure' 'Comedy' 'Family' 'Sci-Fi'],6974,[22],['family']
8661,,U,PG,The Weinstein Company,Hoodwinked,6.5,"['Animation', 'Adventure', 'Comedy', 'Crime', 'Family', 'Musical', 'Mystery']",['police'],[ 2  1  4  5  8 14 15],['Animation' 'Adventure' 'Comedy' 'Crime' 'Family' 'Musical' 'Mystery'],7441,[65],['police']
8662,,U,PG,DreamWorks Animation,Puss in Boots,6.6,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Mystery', 'Romance']","['town', 'mother', 'set', 'friend']",[ 2  1  4  8  9 15 18],['Animation' 'Adventure' 'Comedy' 'Family' 'Fantasy' 'Mystery' 'Romance'],2849,[85 56 74 29],['town' 'mother' 'set' 'friend']
8663,,U,TV-Y7,Nickelodeon Movies,The Loud House Movie,6.1,"['Animation', 'Adventure', 'Comedy', 'Family', 'Musical']","['family', 'journey']",[ 2  1  4  8 14],['Animation' 'Adventure' 'Comedy' 'Family' 'Musical'],5635,[22 42],['family' 'journey']
8664,,15,R,Columbia Pictures,Against All Odds,5.9,"['Action', 'Adventure', 'Crime', 'Drama', 'Romance', 'Thriller']","['ex', 'finds', 'love']",[ 0  1  5  7 18 21],['Action' 'Adventure' 'Crime' 'Drama' 'Romance' 'Thriller'],2294,[20 26 51],['ex' 'finds' 'love']
8665,,15,R,Adams Apple Film Company,An Eye for an Eye,5.5,"['Action', 'Adventure', 'Crime', 'Thriller']","['death', 'drug']",[ 0  1  5 21],['Action' 'Adventure' 'Crime' 'Thriller'],400,[14 18],['death' 'drug']
8666,,18,R,Global Pictures,Delta Force 3: The Killing Game,3.4,"['Action', 'Adventure', 'Crime']",['american'],[0 1 5],['Action' 'Adventure' 'Crime'],3755,[1],['american']
8667,,12,PG-13,Twentieth Century Fox,Flight of the Phoenix,6.1,"['Action', 'Adventure', 'Drama', 'Romance', 'Thriller']","['work', 'new']",[ 0  1  7 18 21],['Action' 'Adventure' 'Drama' 'Romance' 'Thriller'],7610,[94 59],['work' 'new']
8668,,12,PG-13,Castel Film Romania,Dragonheart: Battle for the Heartfire,5.3,"['Action', 'Adventure', 'Drama', 'Fantasy']","['tries', 'brother', 'new']",[0 1 7 9],['Action' 'Adventure' 'Drama' 'Fantasy'],1934,[86  5 59],['tries' 'brother' 'new']
8669,,12A,PG-13,Studio 8,Alpha,6.6,"['Action', 'Adventure', 'Drama']","['finds', 'home', 'man', 'young', 'past']",[0 1 7],['Action' 'Adventure' 'Drama'],7142,[26 38 53 99 63],['finds' 'home' 'man' 'young' 'past']
8670,,15,R,The Cannon Group,Missing in Action,5.4,"['Action', 'Adventure', 'Drama', 'Thriller', 'War']",[],[ 0  1  7 21 22],['Action' 'Adventure' 'Drama' 'Thriller' 'War'],7335,[],[]
8671,,PG,PG,Paramount Pictures,The Spiderwick Chronicles,6.5,"['Action', 'Adventure', 'Drama', 'Family', 'Fantasy', 'Thriller']","['mother', 'world', 'run']",[ 0  1  7  8  9 21],['Action' 'Adventure' 'Drama' 'Family' 'Fantasy' 'Thriller'],5921,[56 95 70],['mother' 'world' 'run']
8672,,12,PG,Walt Disney Pictures,Tomorrowland,6.4,"['Action', 'Adventure', 'Family', 'Fantasy', 'Mystery', 'Sci-Fi']","['boy', 'time']",[ 0  1  8  9 15 19],['Action' 'Adventure' 'Family' 'Fantasy' 'Mystery' 'Sci-Fi'],7807,[ 4 84],['boy' 'time']
8673,,12,PG-13,Arrowstorm Entertainment,Dawn of the Dragonslayer,4.3,"['Action', 'Adventure', 'Fantasy']","['father', 'journey']",[0 1 9],['Action' 'Adventure' 'Fantasy'],808,[23 42],['father' 'journey']
8674,,12,PG-13,Lastlink Films Production,Battle for Skyark,2.7,"['Action', 'Adventure', 'Fantasy', 'Mystery', 'Sci-Fi', 'Thriller']","['future', 'tries', 'soon', 'city', 'man']",[ 0  1  9 15 19 21],['Action' 'Adventure' 'Fantasy' 'Mystery' 'Sci-Fi' 'Thriller'],4748,[31 86 77  6 53],['future' 'tries' 'soon' 'city' 'man']
8675,,12,PG-13,Marvel Studios,Thor: The Dark World,6.8,"['Action', 'Adventure', 'Fantasy']",['journey'],[0 1 9],['Action' 'Adventure' 'Fantasy'],5190,[42],['journey']
8676,,12A,PG-13,Warner Bros.,Black Adam,6.3,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","['just', 'years', 'world']",[ 0  1  9 19],['Action' 'Adventure' 'Fantasy' 'Sci-Fi'],7819,[43 97 95],['just' 'years' 'world']
8677,,,Unrated,The Asylum,Supercroc,2.0,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']","['city', 'stop', 'team']",[ 0  1 12 19 21],['Action' 'Adventure' 'Horror' 'Sci-Fi' 'Thriller'],7322,[ 6 78 82],['city' 'stop' 'team']
8678,,15,Not Rated,Fresh Cats Productions,Big Legend,4.7,"['Action', 'Adventure', 'Horror', 'Thriller']",['ex'],[ 0  1 12 21],['Action' 'Adventure' 'Horror' 'Thriller'],3568,[20],['ex']
8679,,,R,The Asylum,The Da Vinci Treasure,2.2,"['Action', 'Adventure', 'Mystery', 'Thriller']",['order'],[ 0  1 15 21],['Action' 'Adventure' 'Mystery' 'Thriller'],7322,[62],['order']
8680,,15,PG,Paramount Pictures,Star Trek: Generations,6.6,"['Action', 'Adventure', 'Mystery', 'Sci-Fi', 'Thriller']","['murder', 'dead', 'order', 'long', 'stop', 'help']",[ 0  1 15 19 21],['Action' 'Adventure' 'Mystery' 'Sci-Fi' 'Thriller'],5921,[57 13 62 49 78 36],['murder' 'dead' 'order' 'long' 'stop' 'help']
8681,,,PG,Argosy Films,The Last Chase,4.3,"['Action', 'Adventure', 'Sci-Fi']","['future', 'set', 'war', 'stop', 'people', 'run', 'man', 'young', 'new', 'old']",[ 0  1 19],['Action' 'Adventure' 'Sci-Fi'],780,[31 74 89 78 64 70 53 99 59 61],['future' 'set' 'war' 'stop' 'people' 'run' 'man' 'young' 'new' 'old']
8682,,12,PG,Paramount Pictures,Star Trek II: The Wrath of Khan,7.7,"['Action', 'Adventure', 'Sci-Fi']","['life', 'stop', 'old']",[ 0  1 19],['Action' 'Adventure' 'Sci-Fi'],5921,[45 78 61],['life' 'stop' 'old']
8683,,12,PG-13,Twentieth Century Fox,Independence Day: Resurgence,5.2,"['Action', 'Adventure', 'Sci-Fi']","['new', 'day']",[ 0  1 19],['Action' 'Adventure' 'Sci-Fi'],7610,[59 12],['new' 'day']
8684,,12,PG-13,Universal Pictures,Waterworld,6.3,"['Action', 'Adventure', 'Sci-Fi']","['future', 'girl', 'woman', 'young']",[ 0  1 19],['Action' 'Adventure' 'Sci-Fi'],7676,[31 33 92 99],['future' 'girl' 'woman' 'young']
8685,,12,PG-13,Warner Bros.,Superman Returns,6.1,"['Action', 'Adventure', 'Sci-Fi']","['finds', 'returns', 'years', 'world']",[ 0  1 19],['Action' 'Adventure' 'Sci-Fi'],7819,[26 69 97 95],['finds' 'returns' 'years' 'world']
8686,,12,PG-13,Warner Bros.,Battlefield Earth,2.5,"['Action', 'Adventure', 'Sci-Fi']","['year', 'man']",[ 0  1 19],['Action' 'Adventure' 'Sci-Fi'],7819,[96 53],['year' 'man']
8687,,12A,PG-13,Paramount Pictures,Transformers: The Last Knight,5.2,"['Action', 'Adventure', 'Sci-Fi']",['takes'],[ 0  1 19],['Action' 'Adventure' 'Sci-Fi'],5921,[81],['takes']
8688,,12A,PG-13,Walt Disney Pictures,Captain Marvel,6.8,"['Action', 'Adventure', 'Sci-Fi']",['war'],[ 0  1 19],['Action' 'Adventure' 'Sci-Fi'],7807,[89],['war']
8689,,15,PG-13,Film Ventures International (FVI),City Limits,2.5,"['Action', 'Adventure', 'Sci-Fi']","['future', 'tries', 'evil', 'city', 'teenage', 'fight']",[ 0  1 19],['Action' 'Adventure' 'Sci-Fi'],3329,[31 86 19  6 83 24],['future' 'tries' 'evil' 'city' 'teenage' 'fight']
8690,,12,PG-13,Chris Morgan Productions,Fast & Furious Presents: Hobbs & Shaw,6.5,"['Action', 'Adventure', 'Thriller']",['future'],[ 0  1 21],['Action' 'Adventure' 'Thriller'],2085,[31],['future']
8691,,15,R,Carolco Pictures,Cliffhanger,6.5,"['Action', 'Adventure', 'Thriller']",[],[ 0  1 21],['Action' 'Adventure' 'Thriller'],1908,[],[]
8692,,15,R,The Mark Gordon Company,Speed,7.3,"['Action', 'Adventure', 'Thriller']","['city', 'police', 'young']",[ 0  1 21],['Action' 'Adventure' 'Thriller'],7390,[ 6 65 99],['city' 'police' 'young']
8693,,15,R,Relativity Media,Machine Gun Preacher,6.7,"['Action', 'Biography', 'Crime', 'Drama']","['forced', 'drug']",[0 3 5 7],['Action' 'Biography' 'Crime' 'Drama'],6424,[28 18],['forced' 'drug']
8694,,PG,PG,Searchlight Pictures,Amelia,5.8,"['Adventure', 'Biography', 'Drama', 'Romance']","['look', 'life', 'world', 'american', 'make']",[ 1  3  7 18],['Adventure' 'Biography' 'Drama' 'Romance'],6736,[50 45 95  1 52],['look' 'life' 'world' 'american' 'make']
8695,,PG,PG,Sony Pictures Entertainment (SPE),The Walk,7.3,"['Adventure', 'Biography', 'Drama', 'History']","['team', 'high', 'world', 'people', 'help']",[ 1  3  7 11],['Adventure' 'Biography' 'Drama' 'History'],6976,[82 37 95 64 36],['team' 'high' 'world' 'people' 'help']
8696,,PG,TV-PG,Third Coast Content,Blue Miracle,6.6,"['Adventure', 'Biography', 'Drama', 'Family']",['save'],[1 3 7 8],['Adventure' 'Biography' 'Drama' 'Family'],7458,[71],['save']
8697,,15,R,Universal Pictures,Midnight Run,7.5,"['Action', 'Comedy', 'Crime', 'Thriller']",['old'],[ 0  4  5 21],['Action' 'Comedy' 'Crime' 'Thriller'],7676,[61],['old']
8698,,15,R,End Cue,The Art of Self-Defense,6.6,"['Action', 'Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']","['future', 'local', 'man', 'young', 'mysterious']",[ 0  4  5  7 15 21],['Action' 'Comedy' 'Crime' 'Drama' 'Mystery' 'Thriller'],3048,[31 48 53 99 58],['future' 'local' 'man' 'young' 'mysterious']
8699,,18,Not Rated,Rhombus Media,Hobo with a Shotgun,6.1,"['Action', 'Comedy', 'Crime', 'Horror', 'Thriller']",[],[ 0  4  5 12 21],['Action' 'Comedy' 'Crime' 'Horror' 'Thriller'],6467,[],[]
8700,,18,R,BRON Studios,Assassination Nation,6.0,"['Action', 'Comedy', 'Crime', 'Drama', 'Horror', 'Thriller']","['town', 'american', 'fight']",[ 0  4  5  7 12 21],['Action' 'Comedy' 'Crime' 'Drama' 'Horror' 'Thriller'],1044,[85  1 24],['town' 'american' 'fight']
8701,,PG,PG-13,Permut Presentations,Trapped in Paradise,5.9,"['Adventure', 'Comedy', 'Crime', 'Romance']",['town'],[ 1  4  5 18],['Adventure' 'Comedy' 'Crime' 'Romance'],6001,[85],['town']
8702,,,R,248 Productions,The FP,5.4,"['Action', 'Comedy', 'Drama']","['future', 'fight']",[0 4 7],['Action' 'Comedy' 'Drama'],89,[31 24],['future' 'fight']
8703,,15,R,Hoody Boy Productions,Krisha,7.1,['Drama'],"['returns', 'years', 'family', 'past']",[7],['Drama'],4153,[69 97 22 63],['returns' 'years' 'family' 'past']
8704,,15,R,Argent Pictures,Selah and the Spades,5.1,['Drama'],"['school', 'life', 'run']",[7],['Drama'],778,[72 45 70],['school' 'life' 'run']
8705,,15,R,Killer Films,Goat,5.7,['Drama'],"['college', 'year', 'brother', 'old']",[7],['Drama'],4612,[ 7 96  5 61],['college' 'year' 'brother' 'old']
8706,,18,NC-17,Searchlight Pictures,Two Girls and a Guy,5.5,['Drama'],"['just', 'stop', 'comes', 'home', 'young']",[7],['Drama'],6736,[43 78  8 38 99],['just' 'stop' 'comes' 'home' 'young']
8707,,,,Shady Dawn Pictures,The Ghost in the Darkness,3.6,['Horror'],"['murder', 'finds', 'soon', 'police']",[12],['Horror'],6793,[57 26 77 65],['murder' 'finds' 'soon' 'police']
8709,,18,R,Gold Circle Films,The Possession of Michael King,5.7,['Horror'],"['death', 'wife', 'man']",[12],['Horror'],3772,[14 91 53],['death' 'wife' 'man']
8710,,PG,PG,MacPac Entertainment,A Love Song,6.7,['Romance'],"['woman', 'past', 'old']",[18],['Romance'],5049,[92 63 61],['woman' 'past' 'old']
8711,,12,PG-13,Crystal Sky Pictures,Beyond,4.8,['Thriller'],[],[21],['Thriller'],2478,[],[]
8712,,15,R,Automatic Pictures,Wicked,5.3,['Thriller'],"['gets', 'evil', 'girl', 'father']",[21],['Thriller'],953,[32 19 33 23],['gets' 'evil' 'girl' 'father']
8713,,12A,PG-13,Endgame Entertainment,The Brothers Bloom,6.7,"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Romance']","['best', 'life', 'takes', 'world', 'job', 'time', 'men']",[ 0  1  4  5  7 18],['Action' 'Adventure' 'Comedy' 'Crime' 'Drama' 'Romance'],3054,[ 3 45 81 95 41 84 55],['best' 'life' 'takes' 'world' 'job' 'time' 'men']
8714,,15,TV-14,Imprint Entertainment,Zombie Tidal Wave,3.7,"['Action', 'Adventure', 'Comedy', 'Horror', 'Sci-Fi', 'Thriller']",[],[ 0  1  4 12 19 21],['Action' 'Adventure' 'Comedy' 'Horror' 'Sci-Fi' 'Thriller'],4295,[],[]
8715,,15,TV-14,Wunderkind Pictures,All About the Money,5.2,"['Action', 'Adventure', 'Comedy']","['gets', 'city', 'drug', 'friends']",[0 1 4],['Action' 'Adventure' 'Comedy'],7962,[32  6 18 30],['gets' 'city' 'drug' 'friends']
8716,,PG,PG,Warner Bros.,Cats & Dogs,5.1,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['look', 'war', 'high', 'secret']",[0 1 4 8 9],['Action' 'Adventure' 'Comedy' 'Family' 'Fantasy'],7819,[50 89 37 73],['look' 'war' 'high' 'secret']
8717,,,G,The Weinstein Company,Doogal,2.8,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['evil', 'stop', 'friends', 'fight']",[2 1 4 8 9],['Animation' 'Adventure' 'Comedy' 'Family' 'Fantasy'],7441,[19 78 30 24],['evil' 'stop' 'friends' 'fight']
8718,,9+,PG,Walt Disney Pictures,Disenchanted,5.6,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']","['real', 'years', 'world', 'lives']",[ 2  1  4  8  9 14 18],['Animation' 'Adventure' 'Comedy' 'Family' 'Fantasy' 'Musical' 'Romance'],7807,[67 97 95 46],['real' 'years' 'world' 'lives']
8719,,U,G,Big Red Dog Productions,Clifford's Really Big Movie,5.4,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",['help'],[2 1 4 8 9],['Animation' 'Adventure' 'Comedy' 'Family' 'Fantasy'],1320,[36],['help']
8720,,U,PG,DreamWorks Animation,Trolls World Tour,6.1,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']","['tries', 'save', 'friends']",[ 2  1  4  8  9 14 18],['Animation' 'Adventure' 'Comedy' 'Family' 'Fantasy' 'Musical' 'Romance'],2849,[86 71 30],['tries' 'save' 'friends']
8721,,U,PG,Illumination Entertainment,Despicable Me 3,6.2,"['Animation', 'Adventure', 'Comedy', 'Crime', 'Family', 'Sci-Fi']","['meets', 'long', 'team', 'brother']",[ 2  1  4  5  8 19],['Animation' 'Adventure' 'Comedy' 'Crime' 'Family' 'Sci-Fi'],4267,[54 49 82  5],['meets' 'long' 'team' 'brother']
8722,,U,PG,Lionsgate,Happily N'Ever After,4.5,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['evil', 'takes']",[2 1 4 8 9],['Animation' 'Adventure' 'Comedy' 'Family' 'Fantasy'],4865,[19 81],['evil' 'takes']
8723,,12A,PG-13,Perfect World Pictures,News of the World,6.8,"['Action', 'Adventure', 'Drama', 'Western']","['girl', 'war', 'years', 'people', 'home']",[ 0  1  7 23],['Action' 'Adventure' 'Drama' 'Western'],5996,[33 89 97 64 38],['girl' 'war' 'years' 'people' 'home']
8724,,12,PG-13,Universal Pictures,The Mummy Returns,6.4,"['Action', 'Adventure', 'Fantasy', 'Thriller']",['begins'],[ 0  1  9 21],['Action' 'Adventure' 'Fantasy' 'Thriller'],7676,[2],['begins']
8725,,12A,PG-13,Summit Entertainment,The Last Witch Hunter,5.9,"['Action', 'Adventure', 'Fantasy']",[],[0 1 9],['Action' 'Adventure' 'Fantasy'],7178,[],[]
8726,,15,PG,Cannon International,Gor,3.4,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","['evil', 'help', 'american']",[ 0  1  9 19],['Action' 'Adventure' 'Fantasy' 'Sci-Fi'],1852,[19 36  1],['evil' 'help' 'american']
8727,,15,R,Concorde-New Horizons,Deathstalker and the Warriors from Hell,2.7,"['Action', 'Adventure', 'Fantasy']",['evil'],[0 1 9],['Action' 'Adventure' 'Fantasy'],2333,[19],['evil']
8728,,18,R,Millennium Films,Bridge of Dragons,4.6,"['Action', 'Romance', 'Sci-Fi', 'Thriller']","['father', 'war', 'falls', 'love', 'run', 'discovers', 'man']",[ 0 18 19 21],['Action' 'Romance' 'Sci-Fi' 'Thriller'],5332,[23 89 21 51 70 16 53],['father' 'war' 'falls' 'love' 'run' 'discovers' 'man']
8729,,15,PG-13,Orion Pictures,Making Mr. Right,5.5,"['Comedy', 'Romance', 'Sci-Fi']","['long', 'real', 'set', 'falls', 'woman', 'love']",[ 4 18 19],['Comedy' 'Romance' 'Sci-Fi'],5809,[49 67 74 21 92 51],['long' 'real' 'set' 'falls' 'woman' 'love']
8730,,15,R,Aspen Film Society,The Man with Two Brains,6.4,"['Comedy', 'Romance', 'Sci-Fi']","['falls', 'life', 'love']",[ 4 18 19],['Comedy' 'Romance' 'Sci-Fi'],873,[21 45 51],['falls' 'life' 'love']
8731,,PG,PG,Warner Bros.,Forever Young,6.3,"['Drama', 'Romance', 'Sci-Fi']",['time'],[ 7 18 19],['Drama' 'Romance' 'Sci-Fi'],7819,[84],['time']
8732,,12,PG-13,Lionsgate,Warrior,8.1,"['Action', 'Drama', 'Sport']","['father', 'returns', 'son', 'home', 'brother']",[ 0  7 20],['Action' 'Drama' 'Sport'],4865,[23 69 76 38  5],['father' 'returns' 'son' 'home' 'brother']
8733,,12,PG-13,Metro-Goldwyn-Mayer (MGM),Creed,7.6,"['Action', 'Drama', 'Sport']","['son', 'world', 'friend']",[ 0  7 20],['Action' 'Drama' 'Sport'],5288,[76 95 29],['son' 'world' 'friend']
8734,,15,R,New Century Entertainment Corporation,Split Decisions,5.2,"['Action', 'Drama', 'Sport']","['tries', 'way', 'brother']",[ 0  7 20],['Action' 'Drama' 'Sport'],5583,[86 90  5],['tries' 'way' 'brother']
8735,,15,R,Columbia Pictures,Gladiator,6.5,"['Action', 'Drama', 'Sport']","['school', 'falls', 'world', 'goes', 'fight']",[ 0  7 20],['Action' 'Drama' 'Sport'],2294,[72 21 95 34 24],['school' 'falls' 'world' 'goes' 'fight']
8736,,12,R,Ambi Pictures,Lamborghini: The Man Behind the Legend,5.4,"['Biography', 'Drama', 'Sport']",['tries'],[ 3  7 20],['Biography' 'Drama' 'Sport'],585,[86],['tries']
8737,,12A,PG-13,Summit Entertainment,Uncle Drew,5.8,"['Comedy', 'Drama', 'Sport']",['man'],[ 4  7 20],['Comedy' 'Drama' 'Sport'],7178,[53],['man']
8738,,15,PG-13,Santo Domingo Film & Music Video,The Scout,5.4,"['Comedy', 'Drama', 'Sport']","['story', 'discovers']",[ 4  7 20],['Comedy' 'Drama' 'Sport'],6671,[79 16],['story' 'discovers']
8739,,18,R,Play It Inc.,Play It to the Bone,5.5,"['Comedy', 'Drama', 'Sport']","['best', 'friends', 'time', 'fight']",[ 4  7 20],['Comedy' 'Drama' 'Sport'],6081,[ 3 30 84 24],['best' 'friends' 'time' 'fight']
8740,,18,R,Aldrich Company,...All the Marbles,6.4,"['Comedy', 'Drama', 'Sport']","['small', 'life', 'team']",[ 4  7 20],['Comedy' 'Drama' 'Sport'],470,[75 45 82],['small' 'life' 'team']
8741,,15,R,New Line Cinema,Above the Rim,6.6,"['Crime', 'Drama', 'Sport', 'Thriller']","['school', 'story', 'drug', 'high']",[ 5  7 20 21],['Crime' 'Drama' 'Sport' 'Thriller'],5597,[72 79 18 37],['school' 'story' 'drug' 'high']
8742,,PG,PG,Columbia Pictures,The Karate Kid Part II,6.1,"['Action', 'Family', 'Sport']","['father', 'falls', 'love', 'home', 'new', 'old']",[ 0  8 20],['Action' 'Family' 'Sport'],2294,[23 21 51 38 59 61],['father' 'falls' 'love' 'home' 'new' 'old']
8743,,,PG,Greater Productions,Greater,7.3,"['Biography', 'Family', 'Sport']","['story', 'college']",[ 3  8 20],['Biography' 'Family' 'Sport'],3872,[79  7],['story' 'college']
8744,,,PG,Callisto Entertainment,Soccer Dog: The Movie,3.1,"['Comedy', 'Family', 'Sport']","['town', 'new']",[ 4  8 20],['Comedy' 'Family' 'Sport'],1812,[85 59],['town' 'new']
8745,,PG,PG,Longview Entertainment,Ed,2.7,"['Comedy', 'Family', 'Sport']",['team'],[ 4  8 20],['Comedy' 'Family' 'Sport'],4925,[82],['team']
8746,,PG,PG,Castle Rock Entertainment,Little Big League,6.1,"['Comedy', 'Family', 'Sport']","['boy', 'team', 'young']",[ 4  8 20],['Comedy' 'Family' 'Sport'],1940,[ 4 82 99],['boy' 'team' 'young']
8747,,U,G,Keystone Pictures,Air Bud: Golden Receiver,4.5,"['Comedy', 'Family', 'Sport']",['story'],[ 4  8 20],['Comedy' 'Family' 'Sport'],4602,[79],['story']
8748,,U,PG,Walt Disney Pictures,The Game Plan,6.4,"['Comedy', 'Family', 'Sport']","['living', 'relationship', 'daughter', 'year', 'discovers', 'old']",[ 4  8 20],['Comedy' 'Family' 'Sport'],7807,[47 68 11 96 16 61],['living' 'relationship' 'daughter' 'year' 'discovers' 'old']
8749,,PG,PG,Independent Film Channel (IFC),The Game of Their Lives,6.1,"['Drama', 'History', 'Sport']","['true', 'story', 'city', 'team', 'world', 'lives', 'film', 'family']",[ 7 11 20],['Drama' 'History' 'Sport'],4311,[87 79  6 82 95 46 25 22],['true' 'story' 'city' 'team' 'world' 'lives' 'film' 'family']
8750,,15,PG,Hemdale,Body Slam,5.2,"['Comedy', 'Music', 'Sport']",['finds'],[ 4 13 20],['Comedy' 'Music' 'Sport'],4065,[26],['finds']
8751,,12,PG-13,Universal Pictures,For Love of the Game,6.6,"['Drama', 'Romance', 'Sport']","['life', 'years']",[ 7 18 20],['Drama' 'Romance' 'Sport'],7676,[45 97],['life' 'years']
8752,,15,R,Warner Bros.,Vision Quest,6.6,"['Drama', 'Romance', 'Sport']","['school', 'takes', 'high', 'home', 'young']",[ 7 18 20],['Drama' 'Romance' 'Sport'],7819,[72 81 37 38 99],['school' 'takes' 'high' 'home' 'young']
8753,,PG,PG-13,Warner Bros.,Lucky You,5.9,"['Drama', 'Romance', 'Sport']",['tries'],[ 7 18 20],['Drama' 'Romance' 'Sport'],7819,[86],['tries']
8754,,12,PG-13,Code Entertainment,The Ice Road,5.6,"['Action', 'Adventure', 'Thriller']",['save'],[ 0  1 21],['Action' 'Adventure' 'Thriller'],2264,[71],['save']
8755,,15,PG-13,Paramount Pictures,Mission: Impossible,7.1,"['Action', 'Adventure', 'Thriller']","['real', 'agent', 'help', 'american', 'discover']",[ 0  1 21],['Action' 'Adventure' 'Thriller'],5921,[67  0 36  1 15],['real' 'agent' 'help' 'american' 'discover']
